id,age,bp,sg,al,su,rbc,pc,pcc,ba,bgr,bu,sc,sod,pot,hemo,pcv,wc,rc,htn,dm,cad,appet,pe,ane,classification,smoker,ckd_stage,username,email,password,phone_number
227,57.0,80.0,1.015,0.0,0.0,normal,normal,notpresent,notpresent,120.0,48.0,1.6,138.0,4.4,11.3,36.0,7200.0,3.8,yes,yes,no,good,no,no,ckd,yes,Stage 3,user228,user228@example.com,password123,+639851348282
228,60.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,124.0,52.0,2.5,138.0,4.4,12.65,40.0,8000.0,4.8,yes,no,no,good,no,no,ckd,no,Stage 4,user229,user229@example.com,password123,+639696945262
229,59.0,50.0,1.01,3.0,0.0,normal,abnormal,notpresent,notpresent,241.0,191.0,12.0,114.0,2.9,9.6,31.0,15700.0,3.8,no,yes,no,good,yes,no,ckd,no,Stage 5,user230,user230@example.com,password123,+639613341248
230,65.0,60.0,1.01,2.0,0.0,normal,abnormal,present,notpresent,192.0,17.0,1.7,130.0,4.3,12.65,40.0,9500.0,4.8,yes,yes,no,poor,no,no,ckd	,yes,Stage 3,user231,user231@example.com,password123,+639146702240
231,60.0,90.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,269.0,51.0,2.8,138.0,3.7,11.5,35.0,8000.0,4.8,yes,yes,yes,good,yes,no,ckd,yes,Stage 4,user232,user232@example.com,password123,+639972273887
232,50.0,90.0,1.015,1.0,0.0,abnormal,abnormal,notpresent,notpresent,121.0,42.0,1.3,138.0,4.4,12.65,40.0,8000.0,4.8,no,no,no,good,yes,no,ckd,yes,Stage 3,user233,user233@example.com,password123,+639557636537
233,51.0,100.0,1.015,2.0,0.0,normal,normal,notpresent,present,93.0,20.0,1.6,146.0,4.5,12.65,40.0,8000.0,4.8,no,no,no,poor,no,no,ckd,no,Stage 3,user234,user234@example.com,password123,+639113767014
234,37.0,100.0,1.01,0.0,0.0,abnormal,normal,notpresent,notpresent,121.0,19.0,1.3,138.0,4.4,15.0,44.0,4100.0,5.2,yes,no,no,good,no,no,ckd,no,Stage 3,user235,user235@example.com,password123,+639117061392
235,45.0,70.0,1.01,2.0,0.0,normal,normal,notpresent,notpresent,113.0,93.0,2.3,138.0,4.4,7.9,26.0,5700.0,4.8,no,no,yes,good,no,yes,ckd,no,Stage 4,user236,user236@example.com,password123,+639596330608
236,65.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,74.0,66.0,2.0,136.0,5.4,9.1,25.0,8000.0,4.8,yes,yes,yes,good,yes,no,ckd,yes,Stage 4,user237,user237@example.com,password123,+639682673089
237,80.0,70.0,1.015,2.0,2.0,normal,normal,notpresent,notpresent,141.0,53.0,2.2,138.0,4.4,12.7,40.0,9600.0,4.8,yes,yes,no,poor,yes,no,ckd,no,Stage 4,user238,user238@example.com,password123,+639915799223
238,72.0,100.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,201.0,241.0,13.4,127.0,4.8,9.4,28.0,8000.0,4.8,yes,yes,no,good,no,yes,ckd,no,Stage 5,user239,user239@example.com,password123,+639258992826
239,34.0,90.0,1.015,2.0,0.0,normal,normal,notpresent,notpresent,104.0,50.0,1.6,137.0,4.1,11.9,39.0,8000.0,4.8,no,no,no,good,no,no,ckd,no,Stage 3,user240,user240@example.com,password123,+639201375001
240,65.0,70.0,1.015,1.0,0.0,normal,normal,notpresent,notpresent,203.0,46.0,1.4,138.0,4.4,11.4,36.0,5000.0,4.1,yes,yes,no,poor,yes,no,ckd,yes,Stage 3,user241,user241@example.com,password123,+639672615288
241,57.0,70.0,1.015,1.0,0.0,normal,abnormal,notpresent,notpresent,165.0,45.0,1.5,140.0,3.3,10.4,31.0,4200.0,3.9,no,no,no,good,no,no,ckd,no,Stage 3,user242,user242@example.com,password123,+639210164833
242,69.0,70.0,1.01,4.0,3.0,normal,abnormal,present,present,214.0,96.0,6.3,120.0,3.9,9.4,28.0,11500.0,3.3,yes,yes,yes,good,yes,yes,ckd,yes,Stage 5,user243,user243@example.com,password123,+639454618507
243,62.0,90.0,1.02,2.0,1.0,normal,normal,notpresent,notpresent,169.0,48.0,2.4,138.0,2.9,13.4,47.0,11000.0,6.1,yes,no,no,good,no,no,ckd,yes,Stage 4,user244,user244@example.com,password123,+639724534876
244,64.0,90.0,1.015,3.0,2.0,normal,abnormal,present,notpresent,463.0,64.0,2.8,135.0,4.1,12.2,40.0,9800.0,4.6,yes,yes,no,good,no,yes,ckd,no,Stage 4,user245,user245@example.com,password123,+639809471996
245,48.0,100.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,103.0,79.0,5.3,135.0,6.3,6.3,19.0,7200.0,2.6,yes,no,yes,poor,no,no,ckd,no,Stage 5,user246,user246@example.com,password123,+639122445972
246,48.0,110.0,1.015,3.0,0.0,abnormal,normal,present,notpresent,106.0,215.0,15.2,120.0,5.7,8.6,26.0,5000.0,2.5,yes,no,yes,good,no,yes,ckd,no,Stage 5,user247,user247@example.com,password123,+639705584316
247,54.0,90.0,1.025,1.0,0.0,normal,abnormal,notpresent,notpresent,150.0,18.0,1.2,140.0,4.2,12.65,40.0,8000.0,4.8,no,no,no,poor,yes,yes,ckd,no,Stage 3,user248,user248@example.com,password123,+639434669370
248,59.0,70.0,1.01,1.0,3.0,abnormal,abnormal,notpresent,notpresent,424.0,55.0,1.7,138.0,4.5,12.6,37.0,10200.0,4.1,yes,yes,yes,good,no,no,ckd,yes,Stage 3,user249,user249@example.com,password123,+639536887731
249,56.0,90.0,1.01,4.0,1.0,normal,abnormal,present,notpresent,176.0,309.0,13.3,124.0,6.5,3.1,9.0,5400.0,2.1,yes,yes,no,poor,yes,yes,ckd,yes,Stage 5,user250,user250@example.com,password123,+639943578033
250,40.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,140.0,10.0,1.2,135.0,5.0,15.0,48.0,10400.0,4.5,no,no,no,good,no,no,notckd,yes,Stage 3,user251,user251@example.com,password123,+639944909350
251,23.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,70.0,36.0,1.0,150.0,4.6,17.0,52.0,9800.0,5.0,no,no,no,good,no,no,notckd,no,Stage 1-2,user252,user252@example.com,password123,+639470851376
252,45.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,82.0,49.0,0.6,147.0,4.4,15.9,46.0,9100.0,4.7,no,no,no,good,no,no,notckd,no,Stage 1-2,user253,user253@example.com,password123,+639418026332
253,57.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,119.0,17.0,1.2,135.0,4.7,15.4,42.0,6200.0,6.2,no,no,no,good,no,no,notckd,no,Stage 3,user254,user254@example.com,password123,+639544858300
254,51.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,99.0,38.0,0.8,135.0,3.7,13.0,49.0,8300.0,5.2,no,no,no,good,no,no,notckd,no,Stage 1-2,user255,user255@example.com,password123,+639492543074
255,34.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,121.0,27.0,1.2,144.0,3.9,13.6,52.0,9200.0,6.3,no,no,no,good,no,no,notckd,yes,Stage 3,user256,user256@example.com,password123,+639610370520
256,60.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,131.0,10.0,0.5,146.0,5.0,14.5,41.0,10700.0,5.1,no,no,no,good,no,no,notckd,yes,Stage 1-2,user257,user257@example.com,password123,+639473852385
257,38.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,91.0,36.0,0.7,135.0,3.7,14.0,46.0,9100.0,5.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user258,user258@example.com,password123,+639232356970
258,42.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,98.0,20.0,0.5,140.0,3.5,13.9,44.0,8400.0,5.5,no,no,no,good,no,no,notckd,no,Stage 1-2,user259,user259@example.com,password123,+639521228456
259,35.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,104.0,31.0,1.2,135.0,5.0,16.1,45.0,4300.0,5.2,no,no,no,good,no,no,notckd,no,Stage 3,user260,user260@example.com,password123,+639595328868
260,30.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,131.0,38.0,1.0,147.0,3.8,14.1,45.0,9400.0,5.3,no,no,no,good,no,no,notckd,no,Stage 1-2,user261,user261@example.com,password123,+639702232136
261,49.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,122.0,32.0,1.2,139.0,3.9,17.0,41.0,5600.0,4.9,no,no,no,good,no,no,notckd,no,Stage 3,user262,user262@example.com,password123,+639173117293
262,55.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,118.0,18.0,0.9,135.0,3.6,15.5,43.0,7200.0,5.4,no,no,no,good,no,no,notckd,yes,Stage 1-2,user263,user263@example.com,password123,+639462121220
263,45.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,117.0,46.0,1.2,137.0,5.0,16.2,45.0,8600.0,5.2,no,no,no,good,no,no,notckd,yes,Stage 3,user264,user264@example.com,password123,+639182236245
264,42.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,132.0,24.0,0.7,140.0,4.1,14.4,50.0,5000.0,4.5,no,no,no,good,no,no,notckd,yes,Stage 1-2,user265,user265@example.com,password123,+639524008465
265,50.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,97.0,40.0,0.6,150.0,4.5,14.2,48.0,10500.0,5.0,no,no,no,good,no,no,notckd,no,Stage 1-2,user266,user266@example.com,password123,+639403327839
266,55.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,133.0,17.0,1.2,135.0,4.8,13.2,41.0,6800.0,5.3,no,no,no,good,no,no,notckd,no,Stage 3,user267,user267@example.com,password123,+639440199600
267,48.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,122.0,33.0,0.9,146.0,3.9,13.9,48.0,9500.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user268,user268@example.com,password123,+639697947028
268,55.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,100.0,49.0,1.0,140.0,5.0,16.3,53.0,8500.0,4.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user269,user269@example.com,password123,+639301051514
269,25.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,121.0,19.0,1.2,142.0,4.9,15.0,48.0,6900.0,5.3,no,no,no,good,no,no,notckd,no,Stage 3,user270,user270@example.com,password123,+639140228778
270,23.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,111.0,34.0,1.1,145.0,4.0,14.3,41.0,7200.0,5.0,no,no,no,good,no,no,notckd,no,Stage 1-2,user271,user271@example.com,password123,+639888014376
271,30.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,96.0,25.0,0.5,144.0,4.8,13.8,42.0,9000.0,4.5,no,no,no,good,no,no,notckd,no,Stage 1-2,user272,user272@example.com,password123,+639162695777
272,56.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,139.0,15.0,1.2,135.0,5.0,14.8,42.0,5600.0,5.5,no,no,no,good,no,no,notckd,yes,Stage 3,user273,user273@example.com,password123,+639511557086
273,47.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,95.0,35.0,0.9,140.0,4.1,12.65,40.0,8000.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user274,user274@example.com,password123,+639656968459
274,19.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,107.0,23.0,0.7,141.0,4.2,14.4,44.0,8000.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user275,user275@example.com,password123,+639931890012
275,52.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,125.0,22.0,1.2,139.0,4.6,16.5,43.0,4700.0,4.6,no,no,no,good,no,no,notckd,yes,Stage 3,user276,user276@example.com,password123,+639335288819
276,20.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,121.0,42.0,1.3,137.0,4.7,14.0,41.0,4500.0,5.5,no,no,no,good,no,no,notckd,no,Stage 3,user277,user277@example.com,password123,+639520376647
277,46.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,123.0,46.0,1.0,135.0,5.0,15.7,50.0,6300.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user278,user278@example.com,password123,+639608010082
278,48.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,112.0,44.0,1.2,142.0,4.9,14.5,44.0,9400.0,6.4,no,no,no,good,no,no,notckd,yes,Stage 3,user279,user279@example.com,password123,+639559503218
279,24.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,140.0,23.0,0.6,140.0,4.7,16.3,48.0,5800.0,5.6,no,no,no,good,no,no,notckd,no,Stage 1-2,user280,user280@example.com,password123,+639425392231
280,47.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,93.0,33.0,0.9,144.0,4.5,13.3,52.0,8100.0,5.2,no,no,no,good,no,no,notckd,no,Stage 1-2,user281,user281@example.com,password123,+639297644434
281,55.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,130.0,50.0,1.2,147.0,5.0,15.5,41.0,9100.0,6.0,no,no,no,good,no,no,notckd,no,Stage 3,user282,user282@example.com,password123,+639204605027
282,20.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,123.0,44.0,1.0,135.0,3.8,14.6,44.0,5500.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user283,user283@example.com,password123,+639279703700
283,60.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,121.0,42.0,1.3,138.0,4.4,16.4,43.0,10800.0,5.7,no,no,no,good,no,no,notckd,no,Stage 3,user284,user284@example.com,password123,+639835438770
284,33.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,100.0,37.0,1.2,142.0,4.0,16.9,52.0,6700.0,6.0,no,no,no,good,no,no,notckd,no,Stage 3,user285,user285@example.com,password123,+639431869479
285,66.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,94.0,19.0,0.7,135.0,3.9,16.0,41.0,5300.0,5.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user286,user286@example.com,password123,+639834320650
286,71.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,81.0,18.0,0.8,145.0,5.0,14.7,44.0,9800.0,6.0,no,no,no,good,no,no,notckd,no,Stage 1-2,user287,user287@example.com,password123,+639675425632
287,39.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,124.0,22.0,0.6,137.0,3.8,13.4,43.0,8000.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user288,user288@example.com,password123,+639403500089
288,56.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,70.0,46.0,1.2,135.0,4.9,15.9,50.0,11000.0,5.1,no,no,no,good,no,no,notckd,yes,Stage 3,user289,user289@example.com,password123,+639939156965
289,42.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,93.0,32.0,0.9,143.0,4.7,16.6,43.0,7100.0,5.3,no,no,no,good,no,no,notckd,no,Stage 1-2,user290,user290@example.com,password123,+639101861784
290,54.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,76.0,28.0,0.6,146.0,3.5,14.8,52.0,8400.0,5.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user291,user291@example.com,password123,+639879357723
291,47.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,124.0,44.0,1.0,140.0,4.9,14.9,41.0,7000.0,5.7,no,no,no,good,no,no,notckd,no,Stage 1-2,user292,user292@example.com,password123,+639421316448
292,30.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,89.0,42.0,0.5,139.0,5.0,16.7,52.0,10200.0,5.0,no,no,no,good,no,no,notckd,yes,Stage 1-2,user293,user293@example.com,password123,+639153884473
293,50.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,92.0,19.0,1.2,150.0,4.8,14.9,48.0,4700.0,5.4,no,no,no,good,no,no,notckd,no,Stage 3,user294,user294@example.com,password123,+639510752526
294,75.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,110.0,50.0,0.7,135.0,5.0,14.3,40.0,8300.0,5.8,no,no,no,good,no,no,notckd,yes,Stage 1-2,user295,user295@example.com,password123,+639434952915
295,44.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,106.0,25.0,0.9,150.0,3.6,15.0,50.0,9600.0,6.5,no,no,no,good,no,no,notckd,no,Stage 1-2,user296,user296@example.com,password123,+639389442267
296,41.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,125.0,38.0,0.6,140.0,5.0,16.8,41.0,6300.0,5.9,no,no,no,good,no,no,notckd,yes,Stage 1-2,user297,user297@example.com,password123,+639420304881
297,53.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,116.0,26.0,1.0,146.0,4.9,15.8,45.0,7700.0,5.2,no,no,no,good,no,no,notckd,no,Stage 1-2,user298,user298@example.com,password123,+639681628687
298,34.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,91.0,49.0,1.2,135.0,4.5,13.5,48.0,8600.0,4.9,no,no,no,good,no,no,notckd,no,Stage 3,user299,user299@example.com,password123,+639447633708
299,73.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,127.0,48.0,0.5,150.0,3.5,15.1,52.0,11000.0,4.7,no,no,no,good,no,no,notckd,no,Stage 1-2,user300,user300@example.com,password123,+639372632136
300,45.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,114.0,26.0,0.7,141.0,4.2,15.0,43.0,9200.0,5.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user301,user301@example.com,password123,+639989682157
301,44.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,96.0,33.0,0.9,147.0,4.5,16.9,41.0,7200.0,5.0,no,no,no,good,no,no,notckd,no,Stage 1-2,user302,user302@example.com,password123,+639132967194
302,29.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,127.0,44.0,1.2,145.0,5.0,14.8,48.0,8000.0,4.8,no,no,no,good,no,no,notckd,no,Stage 3,user303,user303@example.com,password123,+639358607335
303,55.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,107.0,26.0,1.1,138.0,4.4,17.0,50.0,6700.0,6.1,no,no,no,good,no,no,notckd,no,Stage 1-2,user304,user304@example.com,password123,+639307978213
304,33.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,128.0,38.0,0.6,135.0,3.9,13.1,45.0,6200.0,4.5,no,no,no,good,no,no,notckd,yes,Stage 1-2,user305,user305@example.com,password123,+639964995747
305,41.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,122.0,25.0,0.8,138.0,5.0,17.1,41.0,9100.0,5.2,no,no,no,good,no,no,notckd,no,Stage 1-2,user306,user306@example.com,password123,+639820490831
306,52.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,128.0,30.0,1.2,140.0,4.5,15.2,52.0,4300.0,5.7,no,no,no,good,no,no,notckd,no,Stage 3,user307,user307@example.com,password123,+639595809193
307,47.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,137.0,17.0,0.5,150.0,3.5,13.6,44.0,7900.0,4.5,no,no,no,good,no,no,notckd,yes,Stage 1-2,user308,user308@example.com,password123,+639121569518
308,43.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,81.0,46.0,0.6,135.0,4.9,13.9,48.0,6900.0,4.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user309,user309@example.com,password123,+639205836170
309,51.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,129.0,25.0,1.2,139.0,5.0,17.2,40.0,8100.0,5.9,no,no,no,good,no,no,notckd,no,Stage 3,user310,user310@example.com,password123,+639209052675
310,46.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,102.0,27.0,0.7,142.0,4.9,13.2,44.0,11000.0,5.4,no,no,no,good,no,no,notckd,no,Stage 1-2,user311,user311@example.com,password123,+639986752775
311,56.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,132.0,18.0,1.1,147.0,4.7,13.7,45.0,7500.0,5.6,no,no,no,good,no,no,notckd,yes,Stage 1-2,user312,user312@example.com,password123,+639949092796
312,80.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,121.0,42.0,1.3,135.0,4.1,15.3,48.0,6300.0,6.1,no,no,no,good,no,no,notckd,no,Stage 3,user313,user313@example.com,password123,+639218311068
313,55.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,104.0,28.0,0.9,142.0,4.8,17.3,52.0,8200.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user314,user314@example.com,password123,+639772604752
314,39.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,131.0,46.0,0.6,145.0,5.0,15.6,41.0,9400.0,4.7,no,no,no,good,no,no,notckd,no,Stage 1-2,user315,user315@example.com,password123,+639215297388
315,44.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,121.0,42.0,1.3,138.0,4.4,13.8,48.0,7800.0,4.4,no,no,no,good,no,no,notckd,yes,Stage 3,user316,user316@example.com,password123,+639753743159
316,35.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,99.0,30.0,0.5,135.0,4.9,15.4,48.0,5000.0,5.2,no,no,no,good,no,no,notckd,no,Stage 1-2,user317,user317@example.com,password123,+639878536013
317,58.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,102.0,48.0,1.2,139.0,4.3,15.0,40.0,8100.0,4.9,no,no,no,good,no,no,notckd,no,Stage 3,user318,user318@example.com,password123,+639630399726
318,61.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,120.0,29.0,0.7,137.0,3.5,17.4,52.0,7000.0,5.3,no,no,no,good,no,no,notckd,no,Stage 1-2,user319,user319@example.com,password123,+639597933394
319,30.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,138.0,15.0,1.1,135.0,4.4,12.65,40.0,8000.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user320,user320@example.com,password123,+639216471958
320,57.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,105.0,49.0,1.2,150.0,4.7,15.7,44.0,10400.0,6.2,no,no,no,good,no,no,notckd,no,Stage 3,user321,user321@example.com,password123,+639412437583
321,65.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,109.0,39.0,1.0,144.0,3.5,13.9,48.0,9600.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user322,user322@example.com,password123,+639598608765
322,70.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,120.0,40.0,0.5,140.0,4.6,16.0,43.0,4500.0,4.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user323,user323@example.com,password123,+639511989853
323,43.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,130.0,30.0,1.1,143.0,5.0,15.9,45.0,7800.0,4.5,no,no,no,good,no,no,notckd,no,Stage 1-2,user324,user324@example.com,password123,+639144380628
324,40.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,119.0,15.0,0.7,150.0,4.9,12.65,40.0,8000.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user325,user325@example.com,password123,+639195085092
325,58.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,100.0,50.0,1.2,140.0,3.5,14.0,50.0,6700.0,6.5,no,no,no,good,no,no,notckd,yes,Stage 3,user326,user326@example.com,password123,+639554303148
326,47.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,109.0,25.0,1.1,141.0,4.7,15.8,41.0,8300.0,5.2,no,no,no,good,no,no,notckd,no,Stage 1-2,user327,user327@example.com,password123,+639487184176
327,30.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,120.0,31.0,0.8,150.0,4.6,13.4,44.0,10700.0,5.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user328,user328@example.com,password123,+639564767408
328,28.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,131.0,29.0,0.6,145.0,4.9,12.65,45.0,8600.0,6.5,no,no,no,good,no,no,notckd,no,Stage 1-2,user329,user329@example.com,password123,+639482650953
329,33.0,60.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,80.0,25.0,0.9,146.0,3.5,14.1,48.0,7800.0,5.1,no,no,no,good,no,no,notckd,no,Stage 1-2,user330,user330@example.com,password123,+639552822979
330,43.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,114.0,32.0,1.1,135.0,3.9,12.65,42.0,8000.0,4.8,no,no,no,good,no,no,notckd,no,Stage 1-2,user331,user331@example.com,password123,+639899253699
331,59.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,130.0,39.0,0.7,147.0,4.7,13.5,46.0,6700.0,4.5,no,no,no,good,no,no,notckd,yes,Stage 1-2,user332,user332@example.com,password123,+639876588422
332,34.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,121.0,33.0,1.0,150.0,5.0,15.3,44.0,10500.0,6.1,no,no,no,good,no,no,notckd,yes,Stage 1-2,user333,user333@example.com,password123,+639229440611
333,23.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,99.0,46.0,1.2,142.0,4.0,17.7,46.0,4300.0,5.5,no,no,no,good,no,no,notckd,no,Stage 3,user334,user334@example.com,password123,+639455214281
334,24.0,80.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,125.0,42.0,1.3,136.0,3.5,15.4,43.0,5600.0,4.5,no,no,no,good,no,no,notckd,yes,Stage 3,user335,user335@example.com,password123,+639177187360
335,60.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,134.0,45.0,0.5,139.0,4.8,14.2,48.0,10700.0,5.6,no,no,no,good,no,no,notckd,no,Stage 1-2,user336,user336@example.com,password123,+639882492729
336,25.0,60.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,119.0,27.0,0.5,138.0,4.4,15.2,40.0,9200.0,5.2,no,no,no,good,no,no,notckd,yes,Stage 1-2,user337,user337@example.com,password123,+639730731510
337,44.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,92.0,40.0,0.9,141.0,4.9,14.0,52.0,7500.0,6.2,no,no,no,good,no,no,notckd,yes,Stage 1-2,user338,user338@example.com,password123,+639277923094
338,62.0,80.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,132.0,34.0,0.8,147.0,3.5,17.8,44.0,4700.0,4.5,no,no,no,good,no,no,notckd,yes,Stage 1-2,user339,user339@example.com,password123,+639361065343
339,25.0,70.0,1.02,0.0,0.0,normal,normal,notpresent,notpresent,88.0,42.0,0.5,136.0,3.5,13.3,48.0,7000.0,4.9,no,no,no,good,no,no,notckd,yes,Stage 1-2,user340,user340@example.com,password123,+639438495773
340,32.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,100.0,29.0,1.1,142.0,4.5,14.3,43.0,6700.0,5.9,no,no,no,good,no,no,notckd,no,Stage 1-2,user341,user341@example.com,password123,+639821705516
341,63.0,70.0,1.025,0.0,0.0,normal,normal,notpresent,notpresent,130.0,37.0,0.9,150.0,5.0,13.4,41.0,7300.0,4.7,no,no,no,good,no,no,notckd,no,Stage 1-2,user342,user342@example.com,password123,+639971991695
